House_Address,Price,Bedrooms,Bathrooms,SqFT,lot,yearbuilt,lastsoldifavailable,heattype,zillowdays,cooling,parking,basement,fireplace,floorcover
House_Address,Price,Bedrooms,Bathrooms,SqFT,lot,yearbuilt,lastsoldifavailable,heattype,zillowdays,cooling,parking,basement,fireplace,floorcover
"2808 W Kirby Ave , Champaign, IL 61821","$97,500 ",3 beds,1 bath,"1,440 sq ft",75 acres,1966,"Apr 2012 for $97,500",Forced air,Central,Unknown,Unknown,Unknown,"Laminate, Tile",Unknown
"1012 Frank Dr , Champaign, IL 61821","$107,500 ",3 beds,1.5 baths,"1,522 sq ft",Contact for details,1966,"Mar 2012 for $107,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1704 Arden Ct , Champaign, IL 61821","$97,000 ",3 beds,1 bath,"1,536 sq ft",Contact for details,1966,"Jun 2013 for $97,000",Forced air,Central,Unknown,Unknown,Unknown,"Carpet, Hardwood, Laminate, Tile",Unknown
"1205 Theodore Dr , Champaign, IL 61821","$133,000 ",2 beds,1 bath,"1,542 sq ft",80 acres,1965,"Jun 2012 for $133,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1203 Newbury Rd , Champaign, IL 61821","$130,000 ",3 beds,1.5 baths,"1,453 sq ft","1,454 sqft",1965,"Mar 2013 for $130,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Linoleum / Vinyl",Unknown
"2102 Galen Dr , Champaign, IL 61821","$157,000 ",3 beds,2 baths,"1,603 sq ft","9,052 sqft",1965,"Mar 2011 for $157,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1705 Mayfair Rd , Champaign, IL 61821","$139,000 ",3 beds,2.5 baths,"1,657 sq ft",Contact for details,1965,"Nov 2011 for $139,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1705 Mayfair Rd , Champaign, IL 61821","$139,000 ",3 beds,2.5 baths,"1,657 sq ft",Contact for details,1965,"Nov 2011 for $139,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1606 Jeanne St , Champaign, IL 61821","$119,000 ",3 beds,2 baths,"1,452 sq ft",Contact for details,1965,"Aug 2011 for $65,000",Forced air,2,Central,Garage - Attached,Unknown,Unknown,"Hardwood, Tile"
"1907 Winchester Dr , Champaign, IL 61821","$132,000 ",3 beds,1.5 baths,"1,602 sq ft","1,603 sqft",1964,"Jul 2013 for $132,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Linoleum / Vinyl",Unknown
"1301 Broadmoor Dr , Champaign, IL 61821","$145,500 ",3 beds,2 baths,"1,625 sq ft",Contact for details,1964,"Mar 2013 for $145,500",Forced air,Central,Unknown,Unknown,Unknown,"Carpet, Linoleum / Vinyl",Unknown
"2305 Dale Dr , Champaign, IL 61821","$72,000 ",4 beds,2.5 baths,"1,484 sq ft","9,100 sqft",1964,"Jan 2012 for $72,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1426 Mayfair Rd , Champaign, IL 61821","$163,000 ",3 beds,2 baths,"1,669 sq ft",79 sqft,1964,"May 2013 for $163,000",Forced air,Central,Garage - Attached,Unknown,Yes,"Hardwood, Laminate, Tile",No
"2902 Alton Dr , Champaign, IL 61821","$106,000 ",3 beds,1 bath,"1,580 sq ft","6,700 sqft",1963,"Jun 2011 for $106,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1408 Mittendorf Dr , Champaign, IL 61820","$63,000 ",3 beds,2 baths,"1,604 sq ft",Contact for details,1962,"May 2012 for $63,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"2503 Maplewood Dr , Champaign, IL 61821","$120,000 ",4 beds,2 baths,"1,683 sq ft",82 sqft,1962,"Oct 2011 for $120,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"2602 Sangamon Dr , Champaign, IL 61821","$84,000 ",4 beds,2 baths,"1,550 sq ft",Contact for details,1961,"Apr 2013 for $84,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Linoleum / Vinyl",Unknown
"1004 Frank Dr , Champaign, IL 61821","$130,000 ",3 beds,2.5 baths,"1,539 sq ft","7,150 sqft",1960,"May 2013 for $130,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"2510 Alton Dr , Champaign, IL 61821","$80,000 ",3 beds,2 baths,"1,653 sq ft","2,000 sqft",1960,"Apr 2012 for $80,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"2611 Lawndale Dr , Champaign, IL 61821","$88,000 ",3 beds,1 bath,"1,489 sq ft","7,776 sqft",1960,"May 2011 for $88,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"5 Meadow Ct , Champaign, IL 61821","$96,000 ",3 beds,1 bath,"1,529 sq ft","5,104 sqft",1960,"Nov 2010 for $96,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"310 Kelly Ct , Champaign, IL 61821","$130,000 ",3 beds,2.5 baths,"1,559 sq ft","1,559 sqft",1959,"Jun 2013 for $130,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"505 Wildwood Ct , Champaign, IL 61821","$35,000 ",2 beds,2 baths,"1,487 sq ft",Contact for details,1959,"Jun 2012 for $35,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1905 S Prospect Ave , Champaign, IL 61820","$122,000 ",3 beds,2 baths,"1,469 sq ft","10,660 sqft",1958,"Mar 2013 for $122,000",Forced air,Central,Garage - Attached,Unknown,No,"Carpet, Hardwood, Linoleum / Vinyl",No
"2004 Lynwood Dr , Champaign, IL 61821","$149,000 ",3 beds,2 baths,"1,661 sq ft",Contact for details,1958,"Feb 2013 for $149,000",Other,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood",Unknown
"9 Hedge Ct , Champaign, IL 61821","$26,500 ",3 beds,1 bath,"1,446 sq ft","8,362 sqft",1958,"May 2011 for $26,500",Contact for details,Unknown,Unknown,Unknown,Yes,Unknown,Unknown
"2003 Sangamon Dr , Champaign, IL 61821","$110,000 ",4 beds,1.5 baths,"1,585 sq ft",1.96 acres,1958,"Jun 2011 for $110,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1506 Paula Dr , Champaign, IL 61821","$85,500 ",3 beds,1 bath,"1,482 sq ft",Contact for details,1957,"Aug 2012 for $85,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1206 W Beardsley Ave , Champaign, IL 61821","$34,500 ",4 beds,1 bath,"1,440 sq ft","6,300 sqft",1957,"Jul 2011 for $34,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1517 Grandview Dr , Champaign, IL 61820","$147,500 ",2 beds,2 baths,"1,615 sq ft",0.27 acres,1957,"Sep 2012 for $147,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1504 Maywood Dr , Champaign, IL 61821","$144,000 ",3 beds,1 bath,"1,584 sq ft",Contact for details,1957,"Nov 2013 for $144,000",Forced air,Central,Carport,Unknown,Yes,"Carpet, Hardwood",Yes
"1704 Tara Dr , Champaign, IL 61821","$115,000 ",3 beds,1 bath,"1,655 sq ft",62 sqft,1957,"Aug 2011 for $115,000",Contact for details,Unknown,Unknown,Unknown,Yes,Unknown,Unknown
"1809 Southwood Dr , Champaign, IL 61821","$111,500 ",3 beds,2 baths,"1,650 sq ft",Contact for details,1957,"Apr 2013 for $111,500",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Tile",Unknown
"1911 Lynwood Dr , Champaign, IL 61821","$128,500 ",3 beds,1 bath,"1,445 sq ft",82 sqft,1956,"Aug 2012 for $128,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1900 Roberta Ln , Champaign, IL 61821","$67,900 ",4 beds,1.5 baths,"1,690 sq ft","7,777 sqft",1956,"Sep 2012 for $67,900",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1505 Paula Dr , Champaign, IL 61821","$72,000 ",3 beds,3 baths,"1,630 sq ft",Contact for details,1956,"Apr 2013 for $72,000","Forced air, Other",Unknown,Garage - Attached,Unknown,Yes,Unknown,Unknown
"200 Buena Vista Dr , Champaign, IL 61820","$135,000 ",3 beds,2 baths,"1,432 sq ft","10,703 sqft",1956,"Sep 2013 for $135,000",Other,Central,Garage - Attached,Unknown,Unknown,"Carpet, Linoleum / Vinyl, Tile",Unknown
"1001 S Westlawn Ave , Champaign, IL 61821","$110,000 ",2 beds,2 baths,"1,496 sq ft","8,712 sqft",1956,"Jul 2013 for $110,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Linoleum / Vinyl",Unknown
"311 Flora Dr , Champaign, IL 61821","$128,500 ",3 beds,1 bath,"1,451 sq ft",70 acres,1955,"Oct 2011 for $128,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"3 Normandy Pl , Champaign, IL 61821","$120,500 ",3 beds,2 baths,"1,611 sq ft","5,148 sqft",1955,"Jun 2011 for $120,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1515 Sangamon Dr , Champaign, IL 61821","$85,000 ",4 beds,2 baths,"1,540 sq ft","1,025 sqft",1955,"Dec 2010 for $85,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"903 S Westlawn Ave , Champaign, IL 61821","$137,000 ",2 beds,2 baths,"1,519 sq ft",Contact for details,1954,"Apr 2013 for $137,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"1610 Cornell Dr , Champaign, IL 61821","$133,500 ",3 beds,2 baths,"1,670 sq ft","9,583 sqft",1954,"Oct 2012 for $133,500",Baseboard,Central,Garage - Attached,Finished,Unknown,"Hardwood, Tile",Unknown
"1501 S Western Ave , Champaign, IL 61821","$147,000 ",3 beds,2 baths,"1,508 sq ft","5,890 sqft",1954,"Aug 2013 for $147,000",Other,Central,Garage - Attached,Unknown,Unknown,"Hardwood, Tile",Unknown
"1410 S Western Ave , Champaign, IL 61821","$138,500 ",4 beds,2 baths,"1,677 sq ft",Contact for details,1954,"Aug 2013 for $138,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"720 Southwest Dr , Champaign, IL 61820","$129,000 ",3 beds,2 baths,"1,700 sq ft","1,698 sqft",1954,"Jul 2013 for $129,000",Forced air,Central,Unknown,Unknown,Unknown,"Carpet, Tile",Unknown
"708 Balboa Rd , Champaign, IL 61820","$1,220,000 ",3 beds,2 baths,"1,634 sq ft",Contact for details,1954,"Jul 2011 for $1,220,000",Contact for details,Unknown,Unknown,Unknown,Yes,Unknown,Unknown
"306 S Draper Ave , Champaign, IL 61821","$101,500 ",4 beds,1 bath,"1,557 sq ft","6,250 sqft",1953,"Dec 2012 for $101,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"716 Breen Dr , Champaign, IL 61820","$100,000 ",3 beds,2 baths,"1,462 sq ft","8,050 sqft",1952,"Sep 2012 for $100,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"710 S Fair St , Champaign, IL 61821","$145,000 ",3 beds,2 baths,"1,672 sq ft",Contact for details,1951,"Jun 2012 for $145,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1914 Crescent Dr , Champaign, IL 61821","$125,000 ",3 beds,2 baths,"1,542 sq ft",Contact for details,1950,"Oct 2013 for $125,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Linoleum / Vinyl",Unknown
"1009 N Prospect Ave , Champaign, IL 61820","$30,000 ",3 beds,3 baths,"1,579 sq ft",Contact for details,1950,"May 2011 for $30,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"106 Flora Dr , Champaign, IL 61821","$133,000 ",3 beds,2 baths,"1,460 sq ft","9,240 sqft",1950,"Dec 2010 for $133,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"807 W Daniel St , Champaign, IL 61820","$160,000 ",4 beds,1.5 baths,"1,664 sq ft","7,656 sqft",1950,"Jul 2013 for $160,000",Forced air,Central,Garage - Detached,Partial,No,"Hardwood, Slate, Tile",Yes
"105 N Sabin Ave , Champaign, IL 61821","$140,000 ",3 beds,1.5 baths,"1,451 sq ft","2,382 sqft",1949,"Sep 2013 for $140,000",Forced air,"Central, Other",Garage - Detached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"314 Elmwood Dr , Champaign, IL 61821","$151,000 ",3 beds,2 baths,"1,462 sq ft","9,450 sqft",1949,"Nov 2012 for $151,000",Forced air,Central,Garage - Detached,Unfinished,No,"Hardwood, Linoleum / Vinyl",Yes
"809 W William St , Champaign, IL 61820","$177,500 ",3 beds,1 bath,"1,479 sq ft",Contact for details,1948,"Oct 2012 for $177,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1201 W Union St , Champaign, IL 61821","$159,000 ",2 beds,2 baths,"1,570 sq ft",70 acres,1947,"Mar 2013 for $159,000",Contact for details,Central,Garage - Detached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"321 Elmwood Dr , Champaign, IL 61821","$111,500 ",4 beds,2 baths,"1,653 sq ft",Contact for details,1947,"Oct 2012 for $111,500",Contact for details,Unknown,Garage - Attached,Partial,No,"Carpet, Hardwood, Laminate",No
"612 Haines Blvd , Champaign, IL 61820","$1,395 /mo",3 beds,2 baths,11 days on Zillow,"1,564 sq ft","Cats, dogs","In Unit, Shared",Garage,Contact for details,Unknown,Unknown,Unknown,Unknown,Central
"410 N Willis Ave , Champaign, IL 61821","$102,000 ",3 beds,2 baths,"1,492 sq ft",Contact for details,1944,"Jun 2013 for $102,000",Forced air,Central,Unknown,Unknown,Unknown,"Hardwood, Linoleum / Vinyl",Unknown
"1203 W John St , Champaign, IL 61821","$132,000 ",3 beds,1 bath,"1,607 sq ft",78 sqft,1944,"Mar 2011 for $132,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1604 W University Ave , Champaign, IL 61821","$126,500 ",3 beds,1.5 baths,"1,467 sq ft","1,467 sqft",1942,"Mar 2011 for $126,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"806 S Lynn St , Champaign, IL 61820","$149,000 ",3 beds,2 baths,"1,564 sq ft",65.26 acres,1942,"Jan 2011 for $149,000",Forced air,Central,"Garage - Detached, On street",Unfinished,Yes,Hardwood,Unknown
"513 S Lynn St , Champaign, IL 61820","$160,000 ",3 beds,2 baths,"1,495 sq ft","8,520 sqft",1941,"Oct 2011 for $160,000",Forced air,Central,Garage - Detached,Partial,Yes,"Hardwood, Tile",Unknown
"2116 Seaton Ct , Champaign, IL 61821","$174,000 ",3 beds,2 baths,"1,674 sq ft","10,500 sqft",1940,"Apr 2013 for $174,000",Forced air,Central,Garage - Attached,Unknown,Unknown,Hardwood,Unknown
"1410 W White St , Champaign, IL 61821","$120,000 ",4 beds,2 baths,"1,521 sq ft","6,656 sqft",1940,"May 2011 for $120,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1018 W Park Ave , Champaign, IL 61821","$158,000 ",3 beds,2 baths,"1,576 sq ft",67 sqft,1940,"Jul 2012 for $158,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1209 W John St , Champaign, IL 61821","$127,500 ",3 beds,2 baths,"1,540 sq ft",Contact for details,1939,"May 2012 for $127,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1007 W Daniel St , Champaign, IL 61821","$219,000 ",3 beds,2 baths,"1,454 sq ft","6,600 sqft",1939,"Aug 2011 for $219,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1114 W John St , Champaign, IL 61821","$150,500 ",2 beds,1.5 baths,"1,474 sq ft",Contact for details,1938,"May 2013 for $150,500",Forced air,Central,Garage - Detached,Unknown,Unknown,"Hardwood, Tile",Unknown
"512 S James St , Champaign, IL 61821","$125,000 ",3 beds,1.5 baths,"1,440 sq ft","8,100 sqft",1937,"Sep 2012 for $125,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"909 W John St , Champaign, IL 61821","$167,000 ",3 beds,2 baths,"1,504 sq ft",Contact for details,1937,"May 2012 for $167,000",Contact for details,Unknown,Unknown,Unfinished,Yes,Unknown,Yes
"514 S James St , Champaign, IL 61821","$140,000 ",4 beds,1.5 baths,"1,518 sq ft","7,500 sqft",1935,"Oct 2013 for $140,000",Forced air,Central,Garage - Detached,Unknown,Unknown,"Hardwood, Linoleum / Vinyl",Unknown
"504 S Highland Ave , Champaign, IL 61821","$190,000 ",2 beds,2 baths,"1,602 sq ft",52 sqft,1935,"Apr 2013 for $190,000",Forced air,Central,Garage - Detached,Unfinished,Yes,Unknown,Unknown
"312 W Ells Ave , Champaign, IL 61820","$150,000 ",4 beds,2 baths,"1,667 sq ft",55 sqft,1933,"Sep 2011 for $150,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"403 N Willis Ave , Champaign, IL 61821","$106,500 ",3 beds,1.5 baths,"1,585 sq ft","4,400 sqft",1929,"Jun 2012 for $106,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1114 W Daniel St , Champaign, IL 61821","$173,000 ",3 beds,1 bath,"1,520 sq ft","6,864 sqft",1929,"Dec 2010 for $173,000",Contact for details,Unknown,Garage - Attached,Unknown,Unknown,Unknown,Unknown
"908 W Washington St , Champaign, IL 61821","$128,500 ",3 beds,1.5 baths,"1,474 sq ft","7,840 sqft",1928,"Apr 2013 for $128,500",Forced air,Central,Garage - Detached,Unknown,Unknown,"Carpet, Hardwood",Unknown
"1012 W Washington St , Champaign, IL 61821","$171,000 ",3 beds,1.5 baths,"1,589 sq ft",0.26 acres,1927,"Mar 2011 for $171,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1208 W Healey St , Champaign, IL 61821","$166,500 ",4 beds,1.5 baths,"1,674 sq ft",0.29 acres,1927,"Jun 2013 for $166,500",Other,Central,Garage - Attached,Unknown,Unknown,"Carpet, Linoleum / Vinyl",Unknown
"306 S Garfield Ave , Champaign, IL 61821","$160,000 ",4 beds,2 baths,"1,666 sq ft","6,875 sqft",1926,"Nov 2010 for $160,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"708 Arlington Ct , Champaign, IL 61820","$45,000 ",3 beds,1.5 baths,"1,440 sq ft",Contact for details,1926,"Apr 2013 for $45,000","Forced air, Radiant",Central,Garage - Detached,Partial,No,Hardwood,Yes
"714 Arlington Ct , Champaign, IL 61820","$131,000 ",4 beds,2 baths,"1,699 sq ft",80.35 acres,1924,"Mar 2011 for $131,000",Forced air,Central,Garage - Detached,Unfinished,Yes,"Carpet, Hardwood, Tile",Unknown
"810 W Daniel St , Champaign, IL 61820","$55,500 ",3 beds,1 bath,"1,572 sq ft","8,712 sqft",1923,"Jun 2013 for $55,500",Forced air,Unknown,Garage - Detached,Unknown,Unknown,Unknown,Unknown
"809 W Daniel St , Champaign, IL 61820","$141,000 ",3 beds,2 baths,"1,596 sq ft","7,656 sqft",1923,"May 2012 for $141,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"911 W Beardsley Ave , Champaign, IL 61821","$49,000 ",4 beds,2 baths,"1,596 sq ft",52.22 acres,1921,"Jul 2011 for $49,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"714 W White St , Champaign, IL 61820","$146,000 ",3 beds,1.5 baths,"1,580 sq ft",42 sqft,1920,"Jul 2013 for $146,000",Contact for details,Unknown,Unknown,Unknown,No,Unknown,No
"602 W Union St , Champaign, IL 61820","$131,000 ",2 beds,1.5 baths,"1,494 sq ft",63 acres,1920,"Nov 2011 for $131,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"714 1/2 W White St , Champaign, IL 61820","$145,900 ",3 beds,1.5 baths,"1,580 sq ft","6,860 sqft",1920,"Jul 2013 for $145,900",Forced air,Central,Garage - Detached,Unfinished,No,Hardwood,No
"1612 W Park Ave , Champaign, IL 61821","$150,000 ",3 beds,1 bath,"1,500 sq ft",Contact for details,1919,"Aug 2012 for $150,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"905 W Hill St , Champaign, IL 61821","$162,500 ",4 beds,1 bath,"1,700 sq ft",Contact for details,1918,"Oct 2011 for $162,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"203 S New St , Champaign, IL 61820","$133,500 ",3 beds,1.5 baths,"1,505 sq ft",Contact for details,1917,"Aug 2012 for $133,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1706 Glen Park Dr , Champaign, IL 61821","$75,500 ",3 beds,2 baths,"1,526 sq ft","1,524 sqft",1914,"Dec 2012 for $75,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"605 N Prairie St , Champaign, IL 61820","$63,500 ",3 beds,1 bath,"1,450 sq ft",Contact for details,1914,"Apr 2013 for $63,500",Forced air,Central,Unknown,Unknown,Unknown,Unknown,Unknown
"508 W Charles St , Champaign, IL 61820","$120,000 ",3 beds,2 baths,"1,467 sq ft",Contact for details,1913,"Apr 2012 for $120,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"701 S Randolph St , Champaign, IL 61820","$129,900 ",3 beds,1 bath,"1,519 sq ft","3,800 sqft",1912,"Feb 2011 for $90,000","Baseboard, Other",107,Unknown,Unknown,Unknown,Unknown,"Carpet, Hardwood"
"407 W Charles St , Champaign, IL 61820","$90,000 ",4 beds,2 baths,"1,600 sq ft",63 sqft,1910,"Aug 2012 for $90,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"308 Wheaton Ave , Champaign, IL 61820","$123,000 ",3 beds,2 baths,"1,568 sq ft","7,920 sqft",1908,"Mar 2011 for $123,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"405 E Church St , Champaign, IL 61820","$56,500 ",3 beds,2 baths,"1,492 sq ft","8,712 sqft",1902,"Jan 2013 for $56,500",Forced air,Unknown,Unknown,Unknown,Unknown,"Carpet, Tile",Unknown
"409 N Mckinley Ave , Champaign, IL 61821","$67,500 ",3 beds,1 bath,"1,534 sq ft","1,533 sqft",1900,"Jun 2013 for $67,500",Forced air,Central,Garage - Detached,Unknown,Unknown,Hardwood,Unknown
"1508 W Church St , Champaign, IL 61821","$110,500 ",3 beds,2 baths,"1,528 sq ft","4,600 sqft",1895,"Aug 2012 for $110,500",Forced air,Central,Off street,Unfinished,Yes,"Carpet, Hardwood, Tile",No
"1808 Winchester Dr , Champaign, IL 61821","$80,000 ","6,930 sqft","Sep 2013 for $80,000",67,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1812 Lakeside Dr UNIT C , Champaign, IL 61821","$115,000 ",2 beds,2 baths,"1,482 sq ft",Contact for details,Contact for details,"Aug 2012 for $115,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1410 Theodore Dr UNIT A , Champaign, IL 61821","$168,000 ",2 beds,2 baths,"1,598 sq ft",Contact for details,Contact for details,"Jul 2012 for $168,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1912 Barberry Cir , Champaign, IL 61821","$146,500 ",3 beds,2 baths,"1,510 sq ft",Contact for details,Contact for details,"May 2013 for $146,500",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Laminate, Tile",Unknown
"2106 Gunn Dr , Champaign, IL 61821","$158,500 ",57.57 acres,"Dec 2010 for $158,500",1067,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"2316 Aspen Dr , Champaign, IL 61821","$133,000 ",3 beds,2 baths,"1,628 sq ft","1,629 sqft",Contact for details,"Jun 2013 for $133,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Linoleum / Vinyl",Unknown
"2206 Aspen Dr , Champaign, IL 61821","$131,000 ",3 beds,2 baths,"1,560 sq ft","6,996 sqft",Contact for details,"Dec 2011 for $131,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1504 Theodore Dr UNIT A , Champaign, IL 61821","$164,000 ",3 beds,2 baths,"1,606 sq ft",Contact for details,Contact for details,"Oct 2011 for $164,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1811 Stratford Dr , Champaign, IL 61821","$141,000 ",4 beds,2 baths,"1,639 sq ft",Contact for details,Contact for details,"Jul 2012 for $141,000",Contact for details,Unknown,Unknown,Unknown,No,Unknown,No
"2311 Aspen Dr , Champaign, IL 61821","$126,000 ",3 beds,2 baths,"1,519 sq ft",102.5 acres,Contact for details,"Feb 2011 for $126,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"615 Richards Ln , Champaign, IL 61820","$114,000 ",3 beds,2 baths,"1,531 sq ft",0.38 acres,Contact for details,"Jun 2012 for $114,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"2117 Monona Ct , Champaign, IL 61820","$138,500 ",3 beds,2 baths,"1,528 sq ft",Contact for details,Contact for details,"Apr 2012 for $138,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"801 Mendota Dr , Champaign, IL 61820","$110,000 ",3 beds,2 baths,"1,631 sq ft",Contact for details,Contact for details,"Jul 2011 for $110,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1908 Galen Dr , Champaign, IL 61821","$110,000 ",3 beds,1.5 baths,"1,566 sq ft","10,660 sqft",Contact for details,"Sep 2012 for $110,000",Contact for details,Unknown,Unknown,Unknown,No,Unknown,No
"706 Phoenix Dr , Champaign, IL 61820","$137,500 ",3 beds,2 baths,"1,516 sq ft",1 acres,Contact for details,"Jun 2012 for $137,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"2308 Sumac Dr , Champaign, IL 61821","$143,000 ",3 beds,2 baths,"1,656 sq ft","6,695 sqft",Contact for details,"Nov 2012 for $143,000",Forced air,Central,Garage - Attached,Unknown,Yes,"Carpet, Laminate, Tile",Yes
"1804 Rebecca Dr , Champaign, IL 61821","$115,000 ",3 beds,1.5 baths,"1,592 sq ft",Contact for details,Contact for details,"Dec 2010 for $115,000",Contact for details,Unknown,"Garage - Attached, Garage - Detached",Unknown,Unknown,Unknown,Unknown
"1804 Kenny Ave , Champaign, IL 61822","$104,000 ",4 beds,2 baths,"1,450 sq ft",Contact for details,Contact for details,"Feb 2013 for $104,000",Forced air,Central,Garage - Detached,Unknown,Unknown,"Carpet, Linoleum / Vinyl",Unknown
"2317 Butternut Ct , Champaign, IL 61821","$95,000 ",4 beds,2 baths,"1,698 sq ft",Contact for details,Contact for details,"Jul 2012 for $95,000",Contact for details,Unknown,Garage - Attached,Unknown,Unknown,Unknown,Unknown
"3801 Clubhouse Dr APT 205 , Champaign, IL 61822","$150,000 ",3 beds,2 baths,"1,519 sq ft",Contact for details,Contact for details,"Jul 2013 for $150,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
